month,day,start_station_name,end_station_name,liczba_tras,temperatura,opady,wiatr
1,4,Grove St PATH,JC Medical Center,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Grove St PATH,Monmouth and 6th,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Hamilton Park,Grove St PATH,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Ave at Monmouth St,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Hoboken Terminal - River St & Hudson Pl,6 St & Grand St,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Hoboken Terminal - River St & Hudson Pl,Adams St & 2 St,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Hoboken Terminal - River St & Hudson Pl,Madison St & 1 St,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Hoboken Terminal - River St & Hudson Pl,Newport Pkwy,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Jersey & 3rd,Hamilton Park,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Journal Square,Leonard Gordon Park,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Lafayette Park,Grove St PATH,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Lincoln Park,Bergen Ave & Sip Ave,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Monmouth and 6th,Grove St PATH,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Morris Canal,Paulus Hook,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Newark Ave,Jersey & 3rd,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Newport PATH,Harborside,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Newport Pkwy,Hoboken Terminal - River St & Hudson Pl,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Southwest Park - Jackson St & Observer Hwy,City Hall - Washington St & 1 St,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Stevens - River Ter & 6 St,Hoboken Terminal - River St & Hudson Pl,4,-4.995833333333334,0.8375,35.512499999999996
1,4,Washington St,Newport PATH,4,-4.995833333333334,0.8375,35.512499999999996
1,4,11 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,3,-4.995833333333334,0.8375,35.512499999999996
1,4,12 St & Sinatra Dr N,Hoboken Terminal - River St & Hudson Pl,3,-4.995833333333334,0.8375,35.512499999999996
1,4,14 St Ferry - 14 St & Shipyard Ln,2 St & Park Ave,3,-4.995833333333334,0.8375,35.512499999999996
1,4,14 St Ferry - 14 St & Shipyard Ln,Hoboken Terminal - River St & Hudson Pl,3,-4.995833333333334,0.8375,35.512499999999996
1,4,4 St & River St,Clinton St & 7 St,3,-4.995833333333334,0.8375,35.512499999999996
1,4,8 St & Washington St,City Hall - Washington St & 1 St,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Adams St & 2 St,Hoboken Terminal - River St & Hudson Pl,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Baldwin at Montgomery,Grove St PATH,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Bloomfield St & 15 St,Bloomfield St & 15 St,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Bloomfield St & 15 St,Church Sq Park - 5 St & Park Ave,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Brunswick & 6th,Grove St PATH,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Christ Hospital,Hoboken Terminal - River St & Hudson Pl,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Church Sq Park - 5 St & Park Ave,Clinton St & 7 St,3,-4.995833333333334,0.8375,35.512499999999996
1,4,City Hall,Harborside,3,-4.995833333333334,0.8375,35.512499999999996
1,4,City Hall - Washington St & 1 St,Marshall St & 2 St,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Clinton St & 7 St,Hoboken Terminal - Hudson St & Hudson Pl,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Columbus Drive,Marin Light Rail,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Columbus Drive,Newport Pkwy,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Exchange Pl,Liberty Light Rail,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Exchange Pl,Morris Canal,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Glenwood Ave,Bergen Ave & Sip Ave,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Grove St PATH,Brunswick St,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Grove St PATH,Grove St PATH,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Grove St PATH,Hamilton Park,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Grove St PATH,Montgomery St,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Grove St PATH,Morris Canal,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Hamilton Park,Hamilton Park,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Hamilton Park,Jersey & 3rd,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Hamilton Park,Newport PATH,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Harborside,Harborside,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Harborside,Newport PATH,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Hoboken Ave at Monmouth St,Hoboken Ave at Monmouth St,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Hoboken Terminal - River St & Hudson Pl,Church Sq Park - 5 St & Park Ave,3,-4.995833333333334,0.8375,35.512499999999996
1,4,JC Medical Center,Grove St PATH,3,-4.995833333333334,0.8375,35.512499999999996
1,4,JC Medical Center,Harborside,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Leonard Gordon Park,Journal Square,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Liberty Light Rail,City Hall,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Liberty Light Rail,Columbus Drive,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Liberty Light Rail,Liberty Light Rail,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Madison St & 1 St,Grand St & 14 St,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Marin Light Rail,Columbus Drive,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Montgomery St,Grove St PATH,3,-4.995833333333334,0.8375,35.512499999999996
1,4,Morris Canal,Grand St,3,-4.995833333333334,0.8375,35.512499999999996
